key,chosen_impact,title,relevance
OH-HR176-Y2019,None,"Honoring Leah King on winning a 2019 Division II State Track and Field Championship. ","(NLU)'United States House of Representatives' => 'None', 'Track and field athletics' => 'None', 'Hurdling' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Democratic Party' => 'None'"
OH-HR177-Y2019,None,"Honoring Garrett Walker on winning a 2019 Division III State Track and Field Championship. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None', 'United States' => 'Location', 'Legislatures' => 'None'"
OH-HR178-Y2019,None,"Honoring Sara Gates as a 2019 Power of the Pen State Champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'House of Lords' => 'None', 'Speaker of the United States House of Representatives' => 'None'"
OH-HR179-Y2019,None,"In memory of Jim Siegel. ","(NLU)'Columbus, Ohio' => 'Location', 'United States House of Representatives' => 'None', 'Mansfield, Ohio' => 'Location', 'Gannett Company' => 'None', 'Cincinnati' => 'Location'"
OH-HR18-Y2019,None,"Honoring Michael Gmoser on receiving the Coalition Against Insurance Fraud Award of Distinction. ","(NLU)'Insurance fraud' => 'None', 'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Democratic Party' => 'None', 'Ohio' => 'Location'"
OH-HR180-Y2019,Safety,"Declare pornography to be a public health hazard. ","(NLU)'Human trafficking' => 'Safety', 'Human sexual behavior' => 'Healthcare', 'Human sexuality' => 'Healthcare', 'Child sexual abuse' => 'Safety', 'Prostitution' => 'Unknown'"
OH-HR181-Y2019,None,"Relative to the election of Douglas J. Swearingen, Jr. to fill the vacancy in the membership of the House of Representatives created by the resignation of Steven M. Arndt of the 89th House District. ","(NLU)'United States House of Representatives' => 'None', 'Republican Party' => 'None', 'Ohio' => 'Location', 'Democratic Party' => 'None', 'Thomas Jefferson' => 'None'"
OH-HR182-Y2019,None,"Relative to travel allowance. ","(NLU)'United States House of Representatives' => 'None', 'Speaker of the United States House of Representatives' => 'None', 'United States' => 'Location', 'Member of Parliament' => 'None', 'Legislatures' => 'None'"
OH-HR183-Y2019,None,"Honoring the Dublin Coffman High School boys lacrosse team as the 2019 Division I State Champion. ","(NLU)'Lacrosse' => 'None', 'United States House of Representatives' => 'None', 'United States' => 'Location', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR184-Y2019,Healthcare,"Honoring Hamilton County Public Health on its One Hundredth Anniversary. ","(NLU)'United States House of Representatives' => 'None', 'Health' => 'Healthcare', 'Clerk of the United States House of Representatives' => 'None', 'Ohio' => 'Location', 'Epidemiology' => 'Healthcare'"
OH-HR185-Y2019,None,"Honoring Abagail Travis on winning the 2019 Innovation Award at the Honda National Robotics Challenge. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Authentication' => 'None', 'Ohio' => 'Location', 'Speaker of the United States House of Representatives' => 'None'"
OH-HR186-Y2019,None,"Honoring the Teays Valley High School competition cheerleading team as a 2019 Division II State Champion. ","(NLU)'High school' => 'Education', 'United States House of Representatives' => 'None', 'College' => 'Education', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location'"
OH-HR187-Y2019,None,"Honoring the Toronto High School baseball team as the 2019 Division IV State Champion. ","(NLU)'United States House of Representatives' => 'None', 'Major League Baseball' => 'None', 'Basketball' => 'None', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR188-Y2019,None,"Honoring Madison Avenue Greenhouse on its Centennial. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'James Madison' => 'None', 'Lake County, Ohio' => 'Location', 'Speaker of the United States House of Representatives' => 'None'"
OH-HR189-Y2019,None,"Honoring Sam Bethea as the 2019 OHSAA Division I 110-meter hurdles champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Track and field athletics' => 'None', 'United States' => 'Location', 'Legislatures' => 'None'"
OH-HR19-Y2019,None,"Honoring the Waterford High School FFA advanced parli pro team as the 2018 State FFA Advanced Parliamentary Procedure Champion. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None', 'Parliament' => 'None', 'Legislature' => 'None'"
OH-HR190-Y2019,None,"Relative to the election of the minority whip and the assistant minority whip for the 133rd General Assembly of Ohio. ","(NLU)'United States House of Representatives' => 'None', 'Democratic Party' => 'None', 'United States' => 'Location', 'Steny Hoyer' => 'None', 'United States Congress' => 'None'"
OH-HR191-Y2019,None,"In memory of Michael Thomas George. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Speaker of the United States House of Representatives' => 'None', 'Sibling' => 'None', 'Democratic Party' => 'None'"
OH-HR192-Y2019,None,"Honoring the Dublin City School District 8 to Automate team as the Grand Champion at the 2019 FIRST Lego League Legoland California International Open. ","(NLU)'Lego' => 'Education', 'United States House of Representatives' => 'None', 'Legoland' => 'None', 'Lego Mindstorms' => 'Education', 'FIRST Lego League' => 'Education'"
OH-HR193-Y2019,None,"Honoring Lenea Browder as a Division I State Track and Field Champion. ","(NLU)'United States House of Representatives' => 'None', 'Pentathlon' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None', 'Legislatures' => 'None'"
OH-HR194-Y2019,None,"Honoring Chris Livingston on being named the 2019 FIBA Americas U16 Championship for Men Most Valuable Player. ","(NLU)'Basketball' => 'None', 'United States' => 'Location', 'International Basketball Federation' => 'None', 'United States House of Representatives' => 'None', 'National Basketball Association' => 'None'"
OH-HR195-Y2019,Healthcare,"Honoring Perrysburg American Legion Post 28 on its Centennial. ","(NLU)'United States House of Representatives' => 'None', 'Democracy' => 'None', 'Legionellosis' => 'Healthcare', 'American Legion' => 'Military', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR196-Y2019,None,"Honoring Wyatt Sipple and Josh Faro on winning the 2019 Ohio High School State Fishing Championship. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'Democratic Party' => 'None'"
OH-HR197-Y2019,None,"Honoring Riley Buchholz as the 2019 Division I State 1,600-meter run champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None', 'Running' => 'None', 'Legislatures' => 'None'"
OH-HR198-Y2019,None,"Honoring Taylor Ewert as the 2019 Division I State 3,200-meter run champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'Legislatures' => 'None', 'House of Lords' => 'None'"
OH-HR199-Y2019,None,"Honoring Makiya Montgomery as a 2019 Division II State track and field champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None', 'Legislatures' => 'None', 'United States' => 'Location'"
OH-HR2-Y2019,Jobs,"Relative to employment and compensation of employees of the House of Representatives preparatory to and during House organization. ","(NLU)'United States House of Representatives' => 'None', 'Employment' => 'Jobs', 'Lower house' => 'None', 'United States' => 'Location', 'House of Representatives' => 'None'"
OH-HR20-Y2019,None,"Honoring Cade Stover on being presented with the 2018 Ohio Mr. Football Award. ","(NLU)'United States House of Representatives' => 'None', 'American football' => 'None', 'High school football' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Speaker of the United States House of Representatives' => 'None'"
OH-HR200-Y2019,None,"Honoring the St. Francis DeSales High School girls lacrosse team as the 2019 Division II State Champion. ","(NLU)'United States House of Representatives' => 'None', 'United States' => 'Location', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None', 'Legislatures' => 'None'"
OH-HR201-Y2019,None,"Honoring the East Canton High School boys 3,200-meter relay team as the 2019 Division III State Track and Field Champion. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None', 'Running' => 'None', 'United States' => 'Location'"
OH-HR202-Y2019,None,"Honoring the Louisville High School softball team on winning the 2019 Division I State Championship. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'High School Musical' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None'"
OH-HR203-Y2019,None,"Honoring the Committee of the Greater Mahoning Valley 400th Year Commemoration of African American History on commemorating four hundred years of African-American history. ","(NLU)'Democratic Party' => 'None', 'American Civil War' => 'None', 'United States House of Representatives' => 'None', 'Franklin D. Roosevelt' => 'None', 'Washington, D.C.' => 'Location'"
OH-HR204-Y2019,None,"Honoring American Legion Post 12 on the celebration of its One Hundredth Anniversary. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Washington, D.C.' => 'Location', 'American Legion' => 'Military', 'United States' => 'Location'"
OH-HR205-Y2019,None,"Authorizing Forge Leadership Network to use the Ohio House Chambers to conduct its 2019 model legislature. ","(NLU)'Legislatures' => 'None', 'Legislature' => 'None', 'United States' => 'Location', 'United States House of Representatives' => 'None', 'Legislation' => 'None'"
OH-HR206-Y2019,None,"Honoring Matt Gutkowski as the 2019 NHL Gaming World Champion. ","(NLU)'United States House of Representatives' => 'None', 'Columbus, Ohio' => 'Location', 'Ohio' => 'Location', 'Clerk of the United States House of Representatives' => 'None', 'WWE Championship' => 'None'"
OH-HR207-Y2019,None,"Honoring the American Planning Association Ohio Chapter on its Centennial. ","(NLU)'United States House of Representatives' => 'None', 'Democratic Party' => 'None', 'Louisiana' => 'Location', 'United States' => 'Location', 'Thomas Jefferson' => 'None'"
OH-HR208-Y2019,None,"Honoring the Perry County Fair on its Sixty-sixth Anniversary. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Speaker of the United States House of Representatives' => 'None', 'United States' => 'Location', 'Legislatures' => 'None'"
