key,chosen_impact,title,summary,relevance
OH-HR133-Y2019,None,"Honoring Master Chief Edward Byers, Jr. as a Medal of Honor recipient. ","Honoring Master Chief Edward Byers, Jr. as a Medal of Honor recipient. ","(NLU)'United States Navy' => 'Military', 'United States House of Representatives' => 'None', 'United States' => 'Location', 'Clerk of the United States House of Representatives' => 'None', 'Armed forces' => 'Military'"
OH-HR134-Y2019,None,"Honoring the Liberty Center High School cheer team. ","Honoring the Liberty Center High School cheer team. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None', 'Sports terminology' => 'None', 'Member of Parliament' => 'None'"
OH-HR135-Y2019,None,"Honoring the Kiwanis Club of Springfield on its One Hundredth Anniversary. ","Honoring the Kiwanis Club of Springfield on its One Hundredth Anniversary. ","(NLU)'United States House of Representatives' => 'None', 'Kiwanis' => 'None', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR136-Y2019,None,"Honoring Joe Macklin as the 2019 Ohio Big Brother of the Year. ","Honoring Joe Macklin as the 2019 Ohio Big Brother of the Year. ","(NLU)'United States House of Representatives' => 'None', 'Sibling' => 'None', 'United States' => 'Location', 'Clerk of the United States House of Representatives' => 'None', 'Democratic Party' => 'None'"
OH-HR137-Y2019,None,"Honoring Malakii Pinkelton on winning a 2019 OAC Division 3 Wrestling Championship. ","Honoring Malakii Pinkelton on winning a 2019 OAC Division 3 Wrestling Championship. ","(NLU)'United States House of Representatives' => 'None', 'Wrestling' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Legislatures' => 'None', 'United States' => 'Location'"
OH-HR138-Y2019,Transportation,"Honoring Tara J. Barnhart on being named the 2018 Dispatcher of the Year by the OSHP. ","Honoring Tara J. Barnhart on being named the 2018 Dispatcher of the Year by the OSHP. ","(NLU)'Ohio State Highway Patrol' => 'Transportation', 'United States House of Representatives' => 'None', 'Ohio' => 'Location', 'Clerk of the United States House of Representatives' => 'None', 'Dispatcher' => 'Jobs'"
OH-HR139-Y2019,None,"Honoring Lucas Salmon as a 2019 Division II State Wrestling Champion. ","Honoring Lucas Salmon as a 2019 Division II State Wrestling Champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None', 'Legislatures' => 'None', 'United States' => 'Location'"
OH-HR14-Y2019,Jobs,"Honoring Grace Rhodes on her success at the 2018 Ohio Invention Convention and Entrepreneurship Expo. ","Honoring Grace Rhodes on her success at the 2018 Ohio Invention Convention and Entrepreneurship Expo. ","(NLU)'United States House of Representatives' => 'None', 'Innovation' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Invention' => 'Jobs', 'United States' => 'Location'"
OH-HR140-Y2019,None,"To call on legislators at the state and federal level and other communities and jurisdictions to support an amendment to the United States Constitution that would abolish corporate personhood and the doctrine of money as speech. ","To call on legislators at the state and federal level and other communities and jurisdictions to support an amendment to the United States Constitution that would abolish corporate personhood and the doctrine of money as speech. ","(NLU)'United States Constitution' => 'None', 'United States' => 'Location', 'Supreme Court of the United States' => 'None', 'United States Declaration of Independence' => 'None', 'United States House of Representatives' => 'None'"
OH-HR141-Y2019,None,"Honoring the Oakwood High School Academic Decathlon team as the 2019 United States Academic Decathlon Division III National Champion. ","Honoring the Oakwood High School Academic Decathlon team as the 2019 United States Academic Decathlon Division III National Champion. ","(NLU)'United States' => 'Location', 'United States House of Representatives' => 'None', 'High school' => 'Education', 'U.S. state' => 'None', 'Democratic Party' => 'None'"
OH-HR142-Y2019,Transportation,"Honoring Buckeye Lake State Park on the One Hundred Twenty-fifth Anniversary of the lake being named Buckeye Lake by the Ohio General Assembly. ","Honoring Buckeye Lake State Park on the One Hundred Twenty-fifth Anniversary of the lake being named Buckeye Lake by the Ohio General Assembly. ","(NLU)'Columbus, Ohio' => 'Location', 'United States House of Representatives' => 'None', 'Tram' => 'Transportation', 'Park' => 'None', 'Great Depression' => 'None'"
OH-HR143-Y2019,None,"Honoring Tyler Warner as a 2015 Division II State Wrestling Champion. ","Honoring Tyler Warner as a 2015 Division II State Wrestling Champion. ","(NLU)'United States House of Representatives' => 'None', 'United States' => 'Location', 'Delaware' => 'Location', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None'"
OH-HR144-Y2019,None,"Honoring Tyler Warner as a 2014 Division II State Wrestling Champion. ","Honoring Tyler Warner as a 2014 Division II State Wrestling Champion. ","(NLU)'United States House of Representatives' => 'None', 'Wrestling' => 'None', 'Democratic Party' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None'"
OH-HR145-Y2019,None,"Honoring Tyler Warner on winning a 2013 NHSCA Freshman National Wrestling Championship. ","Honoring Tyler Warner on winning a 2013 NHSCA Freshman National Wrestling Championship. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'High school' => 'Education', 'Speaker of the United States House of Representatives' => 'None', 'United States' => 'Location'"
OH-HR146-Y2019,None,"Honoring Tyler Warner as a 2013 Division II State Wrestling Champion. ","Honoring Tyler Warner as a 2013 Division II State Wrestling Champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None', 'Legislatures' => 'None', 'United States' => 'Location'"
OH-HR147-Y2019,None,"Honoring Covert-s Furniture on its Centennial. ","Honoring Covert-s Furniture on its Centennial. ","(NLU)'United States House of Representatives' => 'None', 'Ohio River' => 'Location', 'Ohio' => 'Location', 'Huntington, West Virginia' => 'Location', 'Virginia' => 'Location'"
OH-HR148-Y2019,None,"Relative to the election of Jeff LaRe to fill the vacancy in the membership of the House of Representatives created by the resignation of Tim Schaffer of the 77th House District. ","Relative to the election of Jeff LaRe to fill the vacancy in the membership of the House of Representatives created by the resignation of Tim Schaffer of the 77th House District. ","(NLU)'United States House of Representatives' => 'None', 'Republican Party' => 'None', 'Democratic Party' => 'None', 'Ohio' => 'Location', 'Thomas Jefferson' => 'None'"
OH-HR149-Y2019,None,"Honoring Zack Mattin on winning a 2019 Division III State Wrestling Championship. ","Honoring Zack Mattin on winning a 2019 Division III State Wrestling Championship. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'Clerk of the United States House of Representatives' => 'None', 'School' => 'Education', 'Education' => 'Education'"
OH-HR15-Y2019,Jobs,"Honoring Claire Rhodes on her success at the 2018 National Invention Convention and Entrepreneurship Expo. ","Honoring Claire Rhodes on her success at the 2018 National Invention Convention and Entrepreneurship Expo. ","(NLU)'United States House of Representatives' => 'None', 'Innovation' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Koch Industries' => 'Jobs', 'Invention' => 'Jobs'"
OH-HR150-Y2019,None,"Relative to the election of Diane V. Grendell to fill the vacancy in the membership of the House of Representatives created by the resignation of Sarah LaTourette of the 76th House District. ","Relative to the election of Diane V. Grendell to fill the vacancy in the membership of the House of Representatives created by the resignation of Sarah LaTourette of the 76th House District. ","(NLU)'United States House of Representatives' => 'None', 'Republican Party' => 'None', 'Democratic Party' => 'None', 'Ohio' => 'Location', 'Thomas Jefferson' => 'None'"
OH-HR151-Y2019,None,"Honoring the Springfield High School DECA Chapter. ","Honoring the Springfield High School DECA Chapter. ","(NLU)'United States House of Representatives' => 'None', 'High school' => 'Education', 'Team' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'Project team' => 'None'"
OH-HR152-Y2019,Jobs,"Honoring Dr. Rattan Lal as a recipient of the 2019 Japan Prize. ","Honoring Dr. Rattan Lal as a recipient of the 2019 Japan Prize. ","(NLU)'Nobel Prize' => 'None', 'United States House of Representatives' => 'None', 'Nobel Peace Prize' => 'None', 'Agriculture' => 'Jobs', 'Clerk of the United States House of Representatives' => 'None'"
OH-HR153-Y2019,None,"Relative to the election of Gil Blair to fill the vacancy in the membership of the House of Representatives created by the resignation of Glenn Holmes of the 63rd House District. ","Relative to the election of Gil Blair to fill the vacancy in the membership of the House of Representatives created by the resignation of Glenn Holmes of the 63rd House District. ","(NLU)'Democratic Party' => 'None', 'United States House of Representatives' => 'None', 'Member of Parliament' => 'None', 'United States' => 'Location', 'Ohio' => 'Location'"
OH-HR154-Y2019,None,"Honoring the Dover Youth Girls Rugby Club as the 2019 Rugby Ohio Youth State Champion. ","Honoring the Dover Youth Girls Rugby Club as the 2019 Rugby Ohio Youth State Champion. ","(NLU)'United States House of Representatives' => 'None', 'Clerk of the United States House of Representatives' => 'None', 'United States' => 'Location', 'Youth' => 'None', 'U.S. state' => 'None'"
OH-HR155-Y2019,None,"Honoring Dylan D-Emilio as a 2019 Division III State Wrestling Champion. ","Honoring Dylan D-Emilio as a 2019 Division III State Wrestling Champion. ","(NLU)'United States House of Representatives' => 'None', 'United States' => 'Location', 'Clerk of the United States House of Representatives' => 'None', 'House of Lords' => 'None', 'Legislatures' => 'None'"
